src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,label
10.151.4.18,10.126.238.195,43163,22,6,793,SYN,0
10.203.144.26,10.189.201.218,61158,143,6,4061,URG,0
10.75.83.175,10.64.50.7,1720,23,6,1653,SYN,0
10.47.128.161,10.211.72.127,62605,443,6,3238,RST,0
10.104.184.145,10.54.190.152,62646,445,6,3051,SYN,1
10.183.60.233,10.174.173.176,49752,25,6,3417,FIN,0
10.142.15.241,10.215.176.57,56183,443,17,4080,UDP,0
10.153.144.65,10.12.33.105,20645,53,6,3588,URG,0
10.90.106.146,10.142.233.202,46852,445,6,2325,RST,0
10.247.122.144,10.109.71.213,44021,25,6,2711,URG,0
10.125.150.2,10.225.59.167,29465,443,17,2594,SYN,0
10.97.16.255,10.73.176.79,38103,80,6,2576,FIN,0
10.63.249.102,10.27.177.64,51187,53,6,2437,FIN,0
10.31.144.179,10.61.53.92,40880,20,6,2447,SYN,1
10.230.21.34,10.159.186.251,57918,445,17,2052,FIN,1
10.231.182.194,10.202.177.59,14114,53,17,2352,PSH,0
10.230.163.236,10.255.142.211,7249,143,6,3131,FIN,0
10.179.121.177,10.18.92.169,49364,20,17,1796,RST,1
10.235.97.148,10.81.188.173,30282,20,6,843,URG,0
10.218.138.214,10.64.97.232,5186,21,17,1275,ACK,1
10.132.244.232,10.255.232.235,9179,443,6,282,SYN,1
10.30.117.145,10.13.63.47,54379,23,6,4483,FIN,0
10.164.32.50,10.156.31.247,35744,445,6,2955,SYN,0
10.130.152.45,10.13.235.206,30962,53,6,3827,FIN,0
10.213.36.76,10.188.136.161,2066,80,6,4855,ACK,0
10.53.14.103,10.249.203.57,38320,143,17,4427,URG,0
10.22.60.163,10.145.70.183,2604,80,17,2109,UDP,0
10.121.119.46,10.189.63.240,62505,22,6,4698,PSH,0
10.75.121.244,10.41.131.27,8214,25,17,2370,URG,0
10.100.119.71,10.85.63.168,36403,110,17,4189,FIN,1
10.208.180.187,10.217.167.163,19885,21,17,3423,PSH,0
10.180.252.165,10.211.223.114,40628,25,6,452,PSH,1
10.146.2.193,10.178.149.197,33646,21,17,1948,ACK,0
10.134.12.90,10.212.188.239,19191,445,6,854,SYN,0
10.48.124.10,10.164.234.185,52002,20,6,3012,SYN,1
10.122.160.244,10.166.66.58,38174,53,6,522,URG,0
10.119.231.33,10.114.1.23,47270,20,17,4815,RST,1
10.83.153.54,10.17.88.50,42313,3389,6,4425,RST,1
10.216.163.4,10.245.187.231,7339,80,6,4985,FIN,0
10.220.154.143,10.127.197.166,46843,22,17,680,URG,0
10.142.115.96,10.41.175.87,4135,25,17,4212,PSH,0
10.60.194.86,10.254.222.188,26486,123,6,2774,FIN,1
10.196.249.223,10.254.219.64,7375,143,17,4851,ACK,0
10.217.114.103,10.185.235.89,42670,443,17,1232,SYN,0
10.39.116.30,10.9.104.251,33802,443,6,2754,SYN,0
10.2.84.162,10.103.184.44,61423,53,17,3464,SYN,1
10.108.199.233,10.3.52.101,41958,20,17,2780,RST,1
10.67.49.48,10.49.231.235,22259,445,6,4004,RST,0
10.193.202.204,10.179.248.197,58925,8080,6,2749,RST,0
10.111.249.7,10.105.200.94,32838,53,17,3323,URG,0
10.250.120.196,10.199.133.30,7652,123,17,4065,RST,0
10.235.111.16,10.176.115.59,47746,25,17,3728,PSH,1
10.81.28.234,10.205.202.9,20761,23,17,1072,SYN,0
10.70.17.120,10.28.22.29,43494,80,6,175,RST,0
10.133.165.220,10.174.242.232,20345,80,17,4196,SYN,0
10.99.25.87,10.132.174.103,59253,25,6,1530,SYN,0
10.80.99.107,10.250.190.71,29203,110,17,1741,SYN,0
10.1.89.96,10.188.14.91,44861,3389,17,2983,URG,0
10.4.196.46,10.145.36.168,54304,110,17,4496,RST,0
10.36.79.35,10.228.168.32,38197,53,6,4569,UDP,1
10.115.17.209,10.52.72.205,58324,443,6,383,UDP,0
10.171.32.113,10.158.60.128,31133,8080,6,3365,UDP,1
10.119.26.231,10.63.170.252,21755,21,6,3183,PSH,1
10.84.89.220,10.104.2.74,53708,80,6,1880,FIN,0
10.74.154.43,10.30.193.190,6419,445,6,4640,ACK,0
10.127.58.105,10.112.198.217,52911,25,6,1640,PSH,0
10.19.151.31,10.22.25.173,14315,22,6,3063,UDP,1
10.168.140.129,10.118.35.126,49567,53,17,3614,PSH,1
10.218.17.223,10.74.238.245,63754,25,17,4889,SYN,0
10.139.168.95,10.144.38.132,43507,25,17,1007,URG,0
10.158.164.249,10.185.49.76,16605,80,6,1653,UDP,1
10.19.153.36,10.129.157.154,11941,123,6,4311,FIN,0
10.204.23.92,10.29.145.23,9232,445,6,1959,FIN,0
10.170.144.14,10.134.85.175,39714,443,6,254,URG,0
10.152.202.172,10.204.214.18,24468,123,6,4300,URG,0
10.167.165.13,10.64.243.42,51601,25,17,882,ACK,1
10.122.14.64,10.78.199.156,37575,23,6,2259,SYN,1
10.233.204.209,10.182.110.192,13241,21,6,4529,URG,1
10.149.200.176,10.67.160.144,27527,3389,17,4695,URG,0
10.249.146.102,10.229.56.35,45179,53,17,2420,UDP,0
10.240.104.129,10.161.236.99,12535,443,17,2300,UDP,0
10.71.237.180,10.153.167.157,15782,80,17,3057,FIN,0
10.141.115.47,10.3.149.10,15597,123,17,3833,RST,0
10.15.93.206,10.11.2.123,49791,22,6,3852,UDP,0
10.248.203.201,10.112.196.13,14463,123,17,3405,SYN,0
10.219.98.23,10.225.187.247,58159,123,6,810,SYN,0
10.217.58.233,10.114.251.107,4534,20,17,3616,FIN,0
10.226.222.89,10.158.255.25,31707,53,17,4460,UDP,0
10.7.144.189,10.82.165.182,4420,143,6,280,ACK,1
10.20.18.49,10.17.207.206,33993,21,17,2731,URG,0
10.255.88.77,10.23.53.38,64200,445,17,3010,RST,0
10.1.240.86,10.186.61.205,3001,3389,6,2854,UDP,1
10.218.63.167,10.153.169.120,52609,110,6,1979,UDP,0
10.105.68.222,10.117.61.58,9588,25,17,3582,SYN,1
10.7.248.203,10.249.3.62,2726,8080,17,3935,UDP,0
10.81.216.98,10.107.100.234,58753,123,17,2903,URG,0
10.209.138.253,10.138.55.122,19689,23,6,4639,ACK,1
10.39.254.210,10.214.153.54,39101,123,17,1195,ACK,0
10.215.84.187,10.189.186.174,43295,445,6,4662,RST,0
10.145.150.119,10.77.35.60,48510,20,6,2731,SYN,0
10.105.24.1,10.17.95.9,27790,3389,17,4410,ACK,0
10.32.15.124,10.35.136.95,6455,23,17,3273,RST,1
10.187.88.205,10.68.198.117,50230,110,6,3677,UDP,1
10.86.237.109,10.189.118.124,39593,445,6,4535,UDP,1
10.215.7.28,10.20.4.45,63502,8080,6,3585,ACK,1
10.168.55.125,10.160.206.95,14063,20,17,138,RST,1
10.77.14.173,10.18.192.132,28292,53,6,104,SYN,0
10.12.248.69,10.145.197.160,58748,22,6,2895,RST,0
10.62.62.31,10.188.209.141,30899,21,6,4045,PSH,0
10.133.238.111,10.164.14.223,59350,3389,17,3969,SYN,0
10.74.83.7,10.198.197.70,26450,80,6,101,PSH,0
10.154.246.145,10.169.188.206,31900,25,6,2466,URG,0
10.161.120.251,10.182.54.168,49350,53,17,2099,UDP,0
10.40.45.69,10.230.39.48,24434,443,17,2264,RST,0
10.227.240.3,10.83.15.73,10887,110,6,1771,PSH,0
10.25.68.1,10.23.166.160,50051,23,6,3382,ACK,0
10.36.85.106,10.77.220.161,40617,8080,17,3182,UDP,0
10.23.202.165,10.241.155.139,54283,443,17,84,URG,0
10.115.151.235,10.166.14.93,23841,25,17,2408,URG,1
10.207.37.160,10.172.38.211,18042,8080,17,161,PSH,0
10.132.29.141,10.60.146.123,43033,143,6,4958,FIN,1
10.153.215.173,10.94.172.88,8156,25,6,2852,RST,0
10.129.228.76,10.178.102.253,50959,21,6,2407,FIN,1
10.105.243.251,10.101.79.122,9031,21,17,4360,SYN,0
10.43.128.182,10.50.211.150,24464,20,17,187,UDP,1
10.65.89.199,10.226.243.195,6545,110,17,1302,RST,1
10.225.104.233,10.194.9.105,42661,25,6,130,PSH,0
10.171.181.235,10.84.152.67,26564,25,6,4157,SYN,0
10.238.111.203,10.198.179.120,56995,22,6,2161,SYN,0
10.117.174.218,10.188.224.191,26418,443,6,3278,SYN,0
10.88.128.110,10.86.232.249,35719,8080,17,1053,ACK,0
10.102.99.133,10.112.35.174,44450,25,6,3436,URG,0
10.213.172.189,10.119.236.198,63270,25,17,4773,UDP,1
10.156.75.133,10.190.126.55,41759,20,6,4882,URG,0
10.32.128.158,10.24.14.50,17131,22,17,3023,ACK,1
10.9.8.79,10.108.86.227,36482,8080,6,716,RST,1
10.26.188.102,10.107.11.90,57967,123,6,3542,URG,0
10.157.92.207,10.130.50.133,10378,110,6,360,RST,0
10.14.123.39,10.101.84.102,25860,143,6,186,PSH,0
10.131.23.51,10.58.83.103,12089,25,17,1822,FIN,0
10.82.203.214,10.214.72.102,43776,80,6,383,UDP,1
10.161.23.24,10.40.181.217,37341,445,17,3404,URG,1
10.166.157.31,10.181.204.157,61682,80,17,3192,URG,1
10.115.125.251,10.149.53.164,57932,23,6,3166,FIN,0
10.163.235.81,10.71.33.53,43365,20,17,4558,ACK,1
10.82.83.49,10.192.199.126,43899,21,17,1396,UDP,0
10.44.33.95,10.81.40.60,38978,8080,17,829,ACK,1
10.89.176.98,10.221.33.16,30486,3389,6,2953,PSH,0
10.36.222.157,10.32.219.103,44739,22,6,4106,FIN,0
10.112.248.113,10.240.66.8,60143,20,6,2787,PSH,1
10.56.65.58,10.1.34.45,64672,143,17,1753,FIN,0
10.154.212.207,10.224.4.149,22504,21,6,3917,UDP,0
10.243.170.244,10.203.140.229,57310,445,17,3816,SYN,1
10.177.251.215,10.18.180.2,52776,53,6,88,FIN,0
10.35.237.185,10.252.205.227,43791,110,6,2532,RST,0
10.73.103.214,10.164.199.117,6685,80,17,3684,ACK,1
10.4.255.13,10.218.18.147,43070,443,17,390,PSH,0
10.205.237.248,10.29.99.42,36118,23,6,4779,SYN,1
10.21.253.58,10.71.250.4,61717,143,6,3416,UDP,0
10.198.22.90,10.157.78.208,7728,53,17,119,UDP,0
10.236.250.214,10.101.234.10,3512,53,6,4623,SYN,0
10.51.179.2,10.160.112.123,3125,80,17,1022,FIN,0
10.96.247.234,10.215.26.152,38620,443,6,4202,ACK,0
10.40.201.215,10.94.207.82,52424,21,17,3822,PSH,0
10.152.46.24,10.141.222.12,54774,8080,17,4028,ACK,0
10.73.242.40,10.108.135.168,8823,143,17,703,RST,0
10.173.41.142,10.253.142.145,29056,22,17,2115,UDP,0
10.120.72.175,10.35.22.202,14463,53,17,4036,UDP,0
10.200.247.105,10.113.19.88,52199,3389,17,2268,FIN,0
10.184.200.71,10.44.137.66,53928,20,6,1437,SYN,0
10.46.144.235,10.146.250.129,58367,25,6,2203,UDP,0
10.30.78.243,10.204.235.111,11661,20,17,2455,RST,0
10.138.43.48,10.164.159.119,23325,53,6,1468,URG,0
10.204.112.33,10.228.84.237,22402,443,6,3307,URG,0
10.134.195.164,10.137.80.55,53920,21,6,1333,FIN,0
10.233.56.88,10.49.44.218,23881,143,17,2928,SYN,0
10.59.13.0,10.81.18.130,24745,21,6,2010,PSH,1
10.39.210.176,10.52.94.179,61805,25,6,2716,SYN,1
10.194.196.241,10.225.108.52,2119,23,6,1474,SYN,0
10.40.241.199,10.205.8.38,29013,80,17,3318,RST,0
10.109.103.74,10.105.206.223,46872,8080,6,2006,RST,0
10.71.192.171,10.152.243.105,7067,123,17,4855,ACK,1
10.151.137.238,10.180.254.184,13797,22,17,3608,RST,0
10.141.167.89,10.136.119.2,46558,25,17,3626,URG,0
10.102.226.249,10.66.83.250,25096,110,6,2163,RST,0
10.1.20.8,10.21.231.3,23887,22,6,557,URG,0
10.211.184.252,10.186.141.145,13947,25,17,3641,PSH,0
10.4.136.124,10.163.80.109,45809,23,6,190,FIN,0
10.13.27.254,10.155.29.253,57549,445,6,2502,RST,0
10.9.157.255,10.107.10.240,33572,3389,17,2888,FIN,0
10.111.39.18,10.236.89.152,45704,110,17,1022,PSH,0
10.227.194.197,10.247.133.195,48653,21,17,4995,FIN,0
10.216.31.28,10.200.248.49,43633,25,6,478,ACK,0
10.69.15.118,10.25.238.63,3067,53,17,898,FIN,0
10.183.215.141,10.72.143.91,10237,53,17,1031,URG,1
10.67.175.49,10.174.197.194,49207,3389,6,3521,URG,0
10.85.82.169,10.241.199.190,56570,25,6,129,PSH,0
10.75.22.231,10.167.212.7,13928,8080,17,2078,URG,0
10.99.33.170,10.135.164.54,62273,21,17,3893,ACK,1
10.216.142.109,10.148.99.94,13285,21,17,865,URG,0
10.7.155.224,10.81.136.178,19821,22,17,1797,PSH,0
10.61.22.201,10.88.55.17,11047,80,17,3841,PSH,0
10.225.82.77,10.244.208.60,35118,23,6,520,UDP,0
10.244.160.241,10.131.19.150,41673,21,6,3636,SYN,0
10.43.153.99,10.197.205.138,57193,80,6,1062,SYN,0
10.53.168.29,10.196.172.51,36137,20,6,431,ACK,0
10.81.53.166,10.198.119.63,25461,23,6,2626,RST,1
10.142.7.230,10.202.109.196,47202,8080,6,2646,UDP,1
10.155.138.100,10.100.196.57,9802,3389,6,3712,FIN,0
10.193.83.53,10.86.189.168,5432,53,17,4864,ACK,0
10.25.60.44,10.108.68.215,62466,143,17,1138,PSH,0
10.218.118.252,10.97.106.152,22995,3389,17,2340,RST,0
10.77.19.236,10.201.70.17,46374,21,17,3918,UDP,1
10.192.124.120,10.86.145.8,55921,123,6,165,URG,0
10.96.62.252,10.72.228.239,65288,25,6,1239,PSH,0
10.82.63.242,10.182.171.38,15695,143,6,1682,FIN,0
10.35.108.86,10.185.142.249,25940,53,17,1267,RST,1
10.229.158.148,10.193.151.163,7180,22,6,1422,UDP,1
10.18.64.66,10.144.251.116,25603,22,6,1108,UDP,0
10.199.249.165,10.252.253.218,15424,80,17,1176,UDP,1
10.34.195.60,10.82.206.157,1631,25,6,2341,URG,0
10.44.65.17,10.123.45.15,48359,445,17,171,FIN,0
10.206.10.182,10.119.42.73,56679,123,6,1786,ACK,0
10.55.44.131,10.180.231.17,18782,110,6,2721,URG,0
10.100.85.204,10.236.110.90,19678,23,17,1611,SYN,1
10.125.202.254,10.85.164.76,47198,3389,17,2305,FIN,0
10.72.248.5,10.44.211.127,42014,3389,17,480,FIN,0
10.230.153.129,10.167.135.114,33263,53,6,1270,ACK,0
10.12.150.152,10.179.180.37,19082,445,6,977,FIN,0
10.174.37.88,10.61.58.151,30245,445,17,2958,RST,0
10.84.150.205,10.52.62.55,38388,20,17,4371,UDP,0
10.10.229.199,10.12.218.37,48261,443,6,1499,RST,0
10.230.157.17,10.158.6.116,27800,143,17,2257,UDP,1
10.255.201.154,10.55.217.88,55488,22,6,3999,PSH,1
10.24.24.147,10.98.250.5,34927,110,17,2735,FIN,0
10.159.138.245,10.117.58.162,8270,3389,6,442,UDP,1
10.102.132.167,10.83.60.227,61375,21,17,2804,SYN,0
10.41.108.227,10.48.255.105,10122,3389,6,2009,RST,1
10.160.141.133,10.65.210.9,9540,110,6,108,SYN,0
10.213.44.12,10.158.104.194,3368,23,17,1887,UDP,0
10.120.149.115,10.179.188.150,27875,80,17,1551,FIN,0
10.180.118.62,10.207.200.13,38511,23,6,1735,URG,1
10.63.48.66,10.68.242.148,7118,8080,17,609,RST,1
10.16.109.89,10.239.18.12,45616,143,6,442,FIN,0
10.26.140.65,10.34.17.176,49922,123,17,236,ACK,1
10.2.132.133,10.189.42.235,15426,23,17,2870,SYN,0
10.30.252.155,10.132.105.198,34414,21,17,2319,PSH,1
10.89.96.62,10.231.79.80,21976,23,17,2916,RST,1
10.254.7.221,10.208.87.198,28477,445,6,365,RST,1
10.126.33.55,10.242.219.69,25852,445,6,2903,URG,0
10.145.88.182,10.13.160.154,60009,3389,17,1818,SYN,0
10.246.137.245,10.22.222.11,34876,110,6,4411,PSH,1
10.248.137.164,10.209.79.219,21137,23,6,1959,RST,0
10.150.74.230,10.208.100.17,39028,110,17,3475,URG,1
10.100.45.215,10.175.14.85,56527,23,6,3464,SYN,0
10.23.68.190,10.197.216.236,16929,8080,17,4469,PSH,0
10.99.249.164,10.124.240.186,61138,20,17,4585,SYN,0
10.220.186.15,10.216.39.195,28840,25,17,722,PSH,1
10.237.57.49,10.91.185.177,34844,445,17,1753,UDP,1
10.222.242.238,10.207.192.126,27688,21,6,1526,FIN,0
10.4.60.116,10.221.167.219,9620,123,6,4419,URG,0
10.136.47.203,10.199.104.206,14631,445,6,3357,UDP,0
10.187.134.180,10.20.116.22,53371,3389,6,2992,ACK,0
10.70.109.146,10.38.2.156,8620,22,17,3638,UDP,0
10.65.147.49,10.97.7.192,1319,23,17,1997,PSH,1
10.249.201.154,10.92.197.154,16396,53,6,1443,FIN,1
10.90.137.206,10.84.102.220,2780,80,17,526,UDP,0
10.178.227.144,10.49.4.215,17025,21,17,2929,SYN,1
10.133.120.161,10.19.175.104,10679,443,6,4868,URG,1
10.245.213.167,10.36.124.81,44496,143,17,678,RST,0
10.136.253.84,10.208.143.103,13568,23,17,1252,ACK,0
10.94.201.37,10.155.98.61,12081,80,17,3599,PSH,0
10.28.124.102,10.95.121.54,37068,25,6,3429,FIN,0
10.26.93.60,10.79.240.182,43633,8080,6,445,ACK,0
10.92.178.52,10.175.62.120,22910,143,17,1776,SYN,0
10.64.104.157,10.185.195.80,13634,8080,6,2477,FIN,0
10.244.241.159,10.92.116.180,20881,443,17,2690,PSH,0
10.88.252.15,10.125.237.138,51308,20,6,3456,PSH,1
10.53.21.32,10.96.93.19,50888,80,17,2832,RST,0
10.110.89.32,10.71.118.239,61956,110,6,4996,FIN,1
10.188.21.7,10.36.159.103,18844,21,6,4466,UDP,0
10.133.157.189,10.249.121.207,31064,8080,6,1779,SYN,1
10.196.32.201,10.30.222.43,38122,443,6,3123,URG,0
10.198.108.116,10.130.9.220,56721,25,6,3755,RST,0
10.193.20.49,10.228.1.153,14299,20,6,725,PSH,0
10.224.39.206,10.183.233.208,56585,110,6,1919,FIN,0
10.52.67.26,10.81.121.66,3979,53,17,4219,URG,0
10.246.253.111,10.103.5.73,50310,443,6,3649,ACK,1
10.249.131.97,10.245.160.162,6001,143,6,3965,FIN,0
10.23.10.170,10.70.107.253,53709,20,6,3344,UDP,0
10.100.71.230,10.138.123.54,40576,8080,17,1910,RST,0
10.120.124.215,10.79.155.143,6449,445,6,265,URG,0
10.50.102.176,10.205.189.241,19834,445,6,2559,FIN,0
10.54.35.188,10.16.155.144,56577,110,6,1641,FIN,0
10.84.109.26,10.52.106.71,19558,143,6,789,FIN,1
10.65.168.156,10.134.183.165,63824,3389,6,939,URG,0
10.200.58.212,10.228.69.80,18083,8080,17,4130,RST,0
10.130.53.235,10.127.189.40,33352,3389,6,4736,RST,0
10.1.65.91,10.131.19.238,42000,53,6,2449,UDP,0
10.169.108.115,10.139.167.238,57717,20,6,2913,FIN,1
10.174.192.185,10.99.201.197,1255,3389,6,2138,SYN,0
10.235.120.62,10.13.130.27,33180,20,6,1255,ACK,0
10.177.64.211,10.181.123.254,55795,53,6,3274,ACK,0
10.167.32.89,10.44.14.160,48250,3389,6,1470,ACK,0
10.172.85.135,10.66.4.215,54302,143,6,3063,UDP,0
10.104.114.164,10.187.25.75,9279,23,17,2932,RST,1
10.209.98.114,10.89.126.228,47976,25,17,2019,URG,1
10.59.188.48,10.6.170.29,65182,110,17,1088,RST,0
10.212.112.96,10.155.159.67,2274,20,17,1485,ACK,0
10.12.148.208,10.1.103.69,41243,445,6,4972,UDP,0
10.190.232.38,10.109.2.102,44616,3389,17,1436,FIN,0
10.124.114.235,10.138.203.235,18403,23,17,3420,ACK,1
10.174.140.208,10.158.89.93,39121,445,17,850,UDP,0
10.229.104.239,10.111.254.174,9384,143,6,2447,FIN,0
10.190.83.90,10.118.90.38,64122,8080,17,549,URG,0
10.167.20.59,10.22.118.193,3526,25,6,1062,UDP,0
10.228.36.227,10.62.98.145,28529,22,17,4782,RST,0
10.248.120.24,10.119.221.178,38487,443,17,1763,SYN,0
10.198.250.169,10.176.205.143,61797,143,17,1755,ACK,0
10.98.110.159,10.213.213.167,29144,3389,6,483,UDP,1
10.205.159.48,10.195.155.178,25175,3389,17,3380,RST,0
10.248.12.218,10.63.225.220,3909,3389,17,4028,RST,0
10.131.190.217,10.78.29.26,26062,23,6,899,SYN,1
10.14.218.191,10.192.48.179,17669,53,6,1277,ACK,1
10.152.128.136,10.66.131.232,16745,25,17,1008,FIN,1
10.15.93.53,10.98.201.160,48364,8080,17,4952,RST,1
10.99.44.27,10.18.124.131,22950,445,6,1999,FIN,1
10.71.42.169,10.119.165.214,34316,80,17,2740,RST,0
10.170.178.147,10.31.82.144,28299,123,17,573,UDP,0
10.87.40.139,10.252.38.104,25871,23,6,791,PSH,0
10.76.208.83,10.66.199.77,21310,143,6,760,SYN,0
10.88.73.161,10.88.4.235,2552,123,6,1939,URG,0
10.24.251.190,10.146.0.244,29704,23,17,1518,UDP,1
10.73.160.65,10.196.116.28,43986,23,6,4255,FIN,0
10.57.80.79,10.126.170.9,20375,143,17,2546,FIN,1
10.173.13.225,10.187.40.191,58051,445,17,4459,URG,1
10.241.159.79,10.162.12.167,17802,21,6,3981,RST,1
10.219.138.46,10.14.105.70,31399,23,17,4063,RST,0
10.190.198.22,10.82.166.75,13536,110,6,998,RST,1
10.96.121.100,10.197.169.74,32725,20,6,4971,UDP,1
10.29.59.49,10.199.247.214,23218,22,17,1574,PSH,1
10.236.139.235,10.129.43.22,11964,23,6,152,RST,0
10.65.156.208,10.81.64.7,17777,3389,17,419,RST,0
10.168.189.60,10.42.77.212,51584,20,6,1067,PSH,0
10.61.166.163,10.115.23.127,50893,123,6,3196,ACK,0
10.242.162.127,10.165.44.169,42512,80,6,1324,URG,0
10.115.119.122,10.168.114.107,19267,443,17,3765,URG,1
10.202.254.96,10.83.46.116,3836,8080,6,4303,RST,0
10.237.121.252,10.24.106.40,37672,23,17,2136,URG,0
10.204.124.142,10.72.214.229,33744,22,17,1446,FIN,0
10.83.57.164,10.174.30.12,22800,25,6,910,FIN,0
10.228.93.45,10.250.50.253,43526,20,6,584,URG,0
10.124.102.197,10.11.178.179,4363,143,6,2385,URG,0
10.6.100.173,10.191.31.47,30033,21,17,3192,ACK,0
10.79.51.206,10.217.73.242,14762,80,17,137,PSH,0
10.110.43.224,10.15.228.95,50023,80,17,597,SYN,0
10.160.234.188,10.77.110.55,32579,445,17,4555,UDP,0
10.124.145.216,10.185.80.106,55816,25,17,2652,SYN,0
10.203.235.117,10.58.204.214,64561,143,6,3456,PSH,0
10.72.203.224,10.114.177.166,54122,110,6,2782,ACK,0
10.159.31.47,10.126.199.162,38478,110,17,740,UDP,0
10.109.181.106,10.15.194.106,31561,445,6,2079,SYN,0
10.8.151.248,10.148.218.51,6523,123,17,3647,URG,1
10.57.3.4,10.145.228.200,25163,3389,6,4217,URG,1
10.118.231.28,10.43.48.70,47480,3389,6,3079,FIN,0
10.87.229.10,10.127.188.11,47227,445,6,4340,SYN,0
10.181.184.172,10.188.134.2,28170,80,6,1198,ACK,0
10.119.123.48,10.61.36.91,5608,53,17,2000,PSH,0
10.44.30.118,10.176.245.216,7395,21,6,1327,RST,1
10.142.179.165,10.202.115.176,37157,445,17,4967,UDP,0
10.71.146.94,10.104.42.51,25870,21,17,45,PSH,0
10.55.243.175,10.200.247.123,4969,143,17,1602,ACK,0
10.106.110.23,10.28.170.227,12143,23,17,2355,URG,0
10.21.212.181,10.19.124.121,15697,80,17,4385,SYN,0
10.48.171.236,10.47.41.120,52007,20,6,2581,RST,0
10.203.67.33,10.167.158.178,35116,443,17,4837,PSH,0
10.183.18.118,10.111.126.21,19660,25,6,1157,SYN,0
10.47.118.93,10.10.181.151,44248,25,6,1481,PSH,0
10.6.133.194,10.104.34.210,41212,3389,6,2890,URG,0
10.134.112.30,10.153.226.181,37589,443,17,2959,SYN,0
10.117.133.79,10.77.230.208,13464,443,17,649,URG,0
10.74.153.164,10.17.95.124,27551,443,6,593,RST,0
10.197.136.29,10.184.125.122,14395,23,6,2517,UDP,0
10.74.44.46,10.220.97.88,22517,53,17,680,RST,1
10.58.126.60,10.65.236.56,37325,20,6,937,SYN,1
10.67.131.168,10.231.237.87,59055,20,6,2093,UDP,0
10.95.218.176,10.8.213.96,24760,443,6,2190,URG,1
10.7.207.155,10.72.171.227,24010,123,17,2870,PSH,1
10.154.47.157,10.246.34.173,43698,443,17,4088,RST,0
10.134.127.38,10.143.161.23,62473,445,6,3484,SYN,0
10.76.131.150,10.241.107.61,47233,110,6,3421,SYN,1
10.68.186.93,10.4.184.88,25119,110,17,4557,ACK,0
10.244.38.180,10.56.77.249,33876,22,17,4853,URG,1
10.27.7.81,10.178.188.18,19498,53,6,1733,PSH,1
10.134.196.54,10.156.223.246,40671,110,6,4291,RST,1
10.75.207.38,10.46.101.33,59980,143,17,4550,SYN,0
10.239.94.127,10.226.13.142,33531,21,6,4522,SYN,1
10.49.133.81,10.95.20.243,58435,3389,6,297,UDP,1
10.77.231.27,10.134.71.19,34658,143,17,41,RST,0
10.249.40.31,10.91.130.228,3072,21,17,3385,URG,0
10.131.184.196,10.196.227.69,18947,21,17,1130,PSH,1
10.32.211.27,10.45.112.63,21689,53,17,1640,PSH,1
10.128.46.169,10.193.188.228,48790,143,17,4210,FIN,0
10.50.128.156,10.128.30.234,10494,3389,17,4586,FIN,1
10.187.127.145,10.154.74.4,14744,20,17,4453,ACK,0
10.242.96.11,10.222.14.40,28809,80,6,222,UDP,0
10.213.92.123,10.81.164.64,34818,80,17,576,PSH,0
10.162.205.205,10.141.220.157,37082,22,6,1471,UDP,0
10.124.38.250,10.181.27.159,13025,8080,6,4208,SYN,0
10.165.103.41,10.10.157.171,62737,23,17,3841,SYN,0
10.48.207.202,10.250.5.56,43406,443,6,3425,RST,1
10.105.87.23,10.96.154.105,59364,21,6,4305,URG,0
10.219.244.234,10.22.24.54,22323,20,17,1845,ACK,0
10.169.78.136,10.94.51.211,21700,22,17,1323,UDP,0
10.46.172.54,10.124.45.86,60627,80,17,3281,URG,0
10.163.62.223,10.78.178.151,21408,22,6,1661,ACK,0
10.236.4.180,10.158.132.45,19911,53,6,1050,RST,1
10.132.34.235,10.109.19.90,52851,80,17,1286,UDP,0
10.30.249.247,10.22.82.232,53758,123,6,157,SYN,0
10.77.160.13,10.38.250.61,62346,8080,17,3703,SYN,0
10.128.54.208,10.217.150.90,64363,110,17,3036,URG,1
10.40.238.195,10.161.103.208,10851,8080,17,4364,SYN,0
10.197.196.26,10.201.220.113,40362,23,6,4228,FIN,0
10.178.43.93,10.232.5.61,51357,53,17,4271,FIN,1
10.238.20.105,10.63.3.236,36358,25,17,1068,RST,0
10.36.18.167,10.157.100.171,59136,110,17,2422,URG,1
10.173.16.231,10.243.113.58,34206,25,17,77,FIN,1
10.1.1.95,10.41.134.93,61177,110,17,1552,ACK,0
10.221.42.103,10.229.13.153,60153,22,6,699,URG,0
10.29.55.154,10.84.179.178,22001,23,6,2754,FIN,0
10.84.231.126,10.19.173.219,16189,80,17,1752,UDP,0
10.232.216.217,10.143.126.215,1676,23,17,310,UDP,0
10.123.114.62,10.57.111.12,30297,3389,17,4210,URG,0
10.103.181.152,10.200.1.63,21239,21,17,2792,SYN,1
10.216.51.32,10.166.182.201,52052,80,17,775,FIN,0
10.236.142.140,10.56.230.219,54855,25,17,3845,UDP,0
10.91.77.138,10.78.104.150,21644,80,6,2390,SYN,0
10.180.8.237,10.36.63.62,55198,23,17,3700,PSH,0
10.82.87.145,10.71.46.45,3817,3389,17,4735,URG,0
10.123.30.233,10.72.32.144,2493,22,17,842,URG,1
10.156.110.89,10.162.7.254,24109,3389,6,3744,URG,0
