src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,label,feature_92
10.163.49.122,10.57.170.215,34216,23,1,3078,URG,7431.599,8788.816,1627.823,5386.05,5687.491,3148.932,3145.577,3936.067,6968.363,1431.213,5530.141,3715.952,2708.932,3997.541,338.353,9799.699,4882.327,6453.261,1189.62,9636.862,8035.199,114.579,3765.221,6694.206,5788.92,6907.862,8185.773,4310.457,5540.636,1946.794,2578.922,1606.687,2902.154,4925.822,3751.278,5870.836,6154.081,8047.595,5086.578,200.76,6020.024,4109.116,6728.066,1585.974,4265.432,4102.846,2814.176,1736.658,4427.728,6608.937,9838.875,4971.615,5981.475,6547.534,9111.798,6202.643,2822.361,9785.012,1956.498,6937.986,6007.594,3281.983,3979.799,3669.313,2703.955,2735.301,8415.401,7793.082,3027.249,4355.611,5631.428,8344.076,6899.216,3587.124,5386.108,6323.934,3324.047,2804.744,7172.839,3378.33,7164.325,5353.579,5122.831,8065.844,1326.087,9110.846,1231.697,9859.387,1701.464,3949.586,8487.855,0,6682.121
10.237.3.195,10.155.219.33,12858,123,2,4446,URG,3991.782,4702.932,3749.522,2179.221,4368.707,7848.726,2461.075,5439.255,2733.219,5910.741,5767.379,9813.082,4687.976,7751.262,4884.224,7609.01,2717.795,9853.324,8720.796,4681.509,1824.68,3448.642,9077.014,7567.949,8079.678,1335.189,7356.226,2638.932,3200.108,7669.35,5268.652,867.459,2837.273,9798.672,3007.031,7488.807,4688.614,7574.782,5243.794,7581.319,7217.78,7756.483,7192.253,9351.808,4277.975,4922.381,2887.059,8615.391,527.868,3952.286,9326.54,9726.966,2830.358,5963.649,636.677,877.028,9303.587,9190.147,731.114,6387.505,3455.086,9039.32,7341.223,6446.472,4293.375,5500.773,3809.133,9882.046,1332.718,554.599,3742.21,9677.03,2822.437,1812.77,97.456,5236.145,4769.346,5746.431,6961.024,3623.196,2658.124,9899.519,2448.715,3639.349,2719.847,9628.435,8118.646,9065.909,6853.323,3678.293,4572.84,0,7791.047
10.206.228.198,10.222.111.113,61533,443,1,3745,FIN,2379.078,6181.164,1119.822,170.194,656.396,1239.974,8779.006,4318.025,2043.029,9800.581,1317.129,804.822,6233.357,5135.776,962.714,9075.481,8457.586,4028.808,9915.875,2614.665,476.871,8684.694,7966.669,9729.935,4469.611,1144.61,1495.24,2474.095,6538.146,4341.692,6471.846,3827.286,2181.61,7573.694,9742.159,8111.767,6008.952,509.48,7201.535,8510.654,9478.889,6310.721,3214.342,6862.884,7389.167,7228.382,4211.483,9042.654,7653.113,5237.453,7074.22,19.769,6678.681,9307.652,5976.853,3683.668,3096.889,845.54,732.535,9180.916,2366.506,5367.597,5610.784,7312.614,7032.746,6243.679,3095.714,3657.244,5206.362,500.296,7543.185,9289.939,51.293,8838.515,9055.817,5546.596,5215.318,4989.554,256.805,3336.3,9604.509,6887.06,684.608,8248.494,6800.939,4196.943,6118.415,2468.1,6024.997,947.496,554.825,0,7171.625
10.240.211.29,10.134.90.206,46347,22,6,283,URG,1647.859,2195.858,5350.303,6.03,232.994,4034.451,224.619,1489.693,6882.142,3016.743,3745.828,5582.381,8130.342,5972.12,9030.286,2638.811,4283.233,4307.491,8627.894,8901.372,6597.533,7262.388,2969.921,5010.621,8825.198,5445.345,6376.097,1847.604,4406.475,5058.717,2074.744,4901.899,1107.595,7836.663,1274.597,2851.402,1537.204,9248.822,1637.744,8332.311,44.971,4746.454,2942.028,2534.679,4048.847,3381.13,3423.702,8183.078,8023.575,4874.887,6327.947,9934.775,3785.782,878.186,9099.53,3291.406,7649.487,6866.04,9093.006,1998.927,9200.178,1366.889,8441.125,3656.929,8449.886,8906.31,2043.791,8062.793,9566.139,4862.465,6254.025,2938.518,1822.704,4406.097,1473.426,2240.684,7949.528,3415.988,9198.185,7596.286,379.007,8938.839,739.054,6517.639,3571.016,2218.173,7129.248,384.692,6422.957,9564.06,7000.965,0,2800.441
10.243.198.28,10.62.207.49,19246,8080,6,1010,FIN,7682.141,3930.657,3901.828,6535.965,3207.732,6428.351,959.04,9096.21,4708.03,7831.696,7804.249,4518.218,6628.363,6251.94,4080.374,8397.273,8549.117,3711.009,9452.196,6448.393,3176.24,7540.308,5123.416,5974.275,6385.556,6028.153,2542.0,1839.562,6550.956,1469.258,3122.721,3011.411,9422.261,1078.556,1893.983,6142.852,1301.989,5332.057,6456.889,4428.369,4063.637,7930.673,4735.07,3571.851,3001.379,4717.596,2630.925,7542.836,3451.597,7016.724,9638.747,4336.282,2007.701,8634.607,3631.308,3558.983,1244.444,7331.817,8651.241,946.158,8118.447,255.945,1438.608,7443.644,5685.78,9147.546,7197.58,4105.233,616.413,2596.213,2902.335,5999.435,9600.679,847.735,4837.53,7354.113,1105.378,7082.102,4870.795,4578.139,2515.858,9383.529,748.143,5467.558,1672.133,6082.985,7686.348,157.291,6839.746,7221.298,3317.317,0,1418.386
10.23.225.207,10.85.22.3,30983,80,6,3703,ACK,8156.954,8234.506,3959.306,3258.058,6331.366,85.167,1385.191,2866.057,7425.471,2398.036,8061.808,3220.354,9507.268,2457.861,7234.862,6661.526,3998.109,4057.336,7591.926,2238.547,7385.502,8195.232,194.167,9456.575,929.025,162.994,3737.263,6069.076,9594.117,8267.372,1922.619,3441.724,3500.48,9815.51,3223.641,4049.761,6912.715,9812.225,6048.374,7829.469,3391.415,784.185,6664.614,5099.303,4681.061,8179.829,8452.449,6224.922,3594.002,3963.393,3834.135,4303.076,799.957,6474.346,5946.004,5546.577,5118.395,7090.049,9202.595,1796.636,9576.03,1507.27,7125.997,2427.745,7416.441,7072.261,2653.017,9537.809,1613.994,8918.097,4786.222,3990.399,6989.68,1417.949,4566.112,6329.89,9309.618,1707.978,3917.453,4110.308,15.814,3645.3,5670.335,3276.202,5901.233,2128.891,5156.185,597.932,4208.55,6877.049,1135.892,0,1521.243
10.129.34.90,10.234.60.111,43477,143,1,2723,ACK,7970.32,9592.57,5791.194,669.688,716.127,7677.762,4660.243,9488.874,9188.777,8595.679,5900.569,8801.843,8361.407,8701.754,9950.499,7757.695,2291.197,3897.747,1011.117,3629.68,2994.905,7945.125,2587.786,5565.958,8063.566,1765.977,9240.625,9815.058,9472.805,4421.876,993.215,2798.652,5777.287,906.395,4274.713,254.233,7056.524,7774.71,9226.068,8753.677,4430.96,8933.467,7588.624,6419.991,1619.8,8213.454,5659.759,9954.281,1395.696,158.979,9133.266,7079.976,6391.769,2587.532,7961.466,1617.706,3330.135,3488.566,295.654,3322.84,2537.364,1143.648,5558.922,7389.664,555.226,1621.943,3515.262,3239.044,8450.736,4667.228,4760.273,982.371,8894.379,9622.992,1826.295,2983.086,9589.036,2754.242,4179.733,897.623,6120.959,9830.318,3987.987,6277.236,2274.202,3560.486,1443.208,9165.02,9895.164,6149.215,4275.159,0,4228.984
10.165.195.151,10.204.132.12,31942,22,6,2183,UDP,4360.1,6807.385,5622.961,1371.629,2504.084,3311.72,6475.121,1918.261,2907.294,2729.583,1169.266,1242.962,6248.805,7235.204,5575.047,5388.786,6280.52,9358.169,4119.704,9022.956,9470.579,6287.709,4042.684,3581.319,9073.382,7370.74,8352.66,4338.444,791.052,3554.705,2470.469,553.164,194.04,208.976,4630.457,3961.8,3117.778,4929.335,2868.638,6679.698,8534.499,7693.874,5011.859,115.577,3701.349,4400.914,460.198,4402.982,8764.107,9660.28,824.235,3889.418,7254.468,722.492,3772.566,5633.729,5897.51,645.309,208.881,6464.254,9040.07,2068.577,8011.74,1561.986,4070.196,1837.531,6487.602,2495.849,4277.2,8286.311,7837.251,595.432,3615.332,1649.576,3184.513,3195.787,9657.975,7411.394,2196.3,7715.644,5346.466,3521.388,9297.48,5299.208,4789.505,2111.136,4321.205,9898.096,5590.109,2244.228,9616.476,0,8584.413
10.126.217.162,10.81.136.53,48082,443,2,4369,FIN,1405.9,9712.322,6958.961,2764.323,5206.415,6485.644,3539.164,4943.609,5435.51,5491.285,1269.484,9158.947,3826.988,7190.497,1322.365,4145.569,7500.333,8233.894,4151.101,8207.877,2020.718,40.799,7609.263,8814.769,3361.146,2003.113,1160.498,4386.796,2990.967,4221.109,6499.821,8102.667,8480.995,3171.116,1451.6,8244.046,9216.383,1908.541,6725.371,4951.455,2536.563,5728.136,1757.908,5648.598,1155.575,1046.991,817.419,2843.442,7707.813,7979.995,4083.884,4048.182,421.212,6594.321,8655.16,2821.985,1740.71,4323.986,8630.63,3602.547,691.021,1265.455,333.864,4505.214,6759.415,6341.222,3039.573,1431.95,4258.175,7876.472,4112.958,5923.605,6342.047,6152.167,4639.039,9639.478,2881.431,9975.688,1720.426,6363.292,5401.77,345.979,6028.153,4303.544,8678.243,3201.653,1179.262,7708.074,4578.383,2150.776,512.426,0,5870.602
10.44.184.199,10.223.152.20,7969,443,2,4186,FIN,1413.474,2977.215,7299.808,7303.662,1528.273,2144.772,6669.169,7722.626,4863.923,4222.579,2157.14,4463.803,3329.226,2546.817,7593.458,717.35,7863.78,3012.831,9548.715,8780.461,1119.551,2158.615,3779.182,2361.013,2048.15,9208.338,8241.497,6520.94,4300.801,3315.507,2140.895,8300.875,5745.679,648.096,678.311,9725.033,9323.672,9466.291,5592.464,4505.808,8491.199,4098.313,6132.401,7869.379,2442.028,9522.945,6947.902,4745.159,9063.096,2720.977,8342.868,7846.641,9780.21,5153.371,2724.31,9690.526,6406.676,6100.818,6445.659,8285.416,5705.717,6963.208,7917.4,8164.271,1067.57,2632.836,1192.053,6443.596,641.775,2732.74,2681.245,6722.398,2761.513,3242.191,6382.475,9714.117,3035.871,6532.545,2341.615,4473.675,8517.103,8037.804,4487.076,160.284,4294.968,585.502,4715.941,5543.904,3249.665,2758.087,3496.582,1,7589.5
10.28.223.175,10.218.112.90,64394,53,2,3325,URG,6294.951,5781.866,5262.222,2464.497,8889.668,8198.884,5760.437,4531.025,9882.087,6963.628,9602.112,4298.097,7562.118,1129.069,2174.178,6411.918,1022.406,4109.65,4726.08,8013.457,4749.532,4327.141,1312.819,3702.816,4374.436,3398.145,2703.762,4139.858,3859.783,8197.811,9363.459,829.54,2996.495,7866.264,9398.416,5711.7,8398.749,4963.745,5381.883,941.864,4180.148,141.248,107.048,7080.427,1919.284,6955.42,9162.937,3373.738,7617.509,4371.808,6055.105,6625.775,982.46,3325.387,2674.782,8635.074,7106.516,1030.508,3494.001,5479.974,4546.755,6494.585,7168.217,6038.054,6930.709,8303.611,6276.016,4610.992,5320.877,6732.356,7115.93,7629.735,891.112,5991.329,4865.145,5892.842,8842.712,5879.919,5311.566,9998.456,7600.933,8562.852,2651.261,8830.285,9482.301,9790.046,3831.539,3827.849,7002.467,279.078,7357.071,1,3323.739
10.34.28.239,10.161.124.105,25579,8080,6,1008,PSH,9628.685,8030.148,2638.535,3430.814,2094.82,6899.042,1759.105,2472.499,2259.819,3676.565,1950.873,9102.418,7071.595,616.621,3178.232,4424.047,7510.805,685.251,2398.165,909.007,4853.334,1094.596,6190.056,1689.26,9919.612,4486.824,7995.181,9293.125,695.554,5878.673,9579.456,5222.533,1711.409,7180.205,8243.658,1012.529,7957.483,4605.206,2211.039,5511.916,1696.542,1525.878,2147.144,4386.467,9185.008,6338.381,5825.612,1049.012,9951.519,9050.383,5956.381,1153.164,2457.219,3079.731,8517.329,6656.708,5241.721,9749.699,1614.076,8767.867,6250.016,4243.261,6487.775,9651.746,2812.845,2947.585,7564.427,2233.417,3811.359,2287.183,3858.045,8463.486,2350.289,2782.379,4478.736,4749.025,4700.134,2861.346,9218.387,9085.022,4672.191,4605.602,3209.378,7186.763,2107.823,282.894,7805.127,3170.268,7150.399,570.255,4153.794,0,10.329
10.174.93.169,10.246.18.165,53540,21,6,2049,UDP,6566.628,7141.962,7456.298,6024.556,2196.578,2792.245,1257.419,154.692,3047.097,6627.332,4966.125,414.842,1770.896,9108.44,165.394,6690.439,6602.221,445.92,3110.96,8225.573,6489.651,8625.508,7576.058,3104.743,3538.155,8733.567,8731.144,880.826,2232.448,9632.588,6445.206,3630.514,7485.567,6590.53,9337.66,6461.845,7232.072,9454.879,9897.26,4944.338,241.253,5153.832,9501.047,822.321,3064.587,9027.277,1215.494,4844.544,4852.333,6026.116,6265.458,173.843,9378.839,3324.129,3931.071,6983.499,7366.775,5317.337,2682.409,6728.425,7801.325,6762.728,76.15,1616.753,9546.699,9742.58,3449.984,8939.51,1631.87,9910.259,1507.895,614.259,5769.304,7127.271,2733.927,1246.391,4054.518,4532.98,1297.157,1679.586,478.369,5856.226,5940.964,2932.018,6566.032,7515.009,4810.434,3048.435,8797.57,7722.663,7565.671,1,3295.755
10.158.88.155,10.150.100.44,44722,443,6,1166,ACK,4759.036,3122.689,7187.856,346.371,8631.868,4711.466,8275.668,9170.669,7560.96,4844.805,5715.729,374.381,3777.566,5771.346,7085.041,7344.566,318.338,3552.177,2667.123,3163.713,3834.475,820.225,8792.865,8703.736,6549.217,9268.438,9245.513,1781.893,1854.482,2661.628,1301.996,975.923,436.332,7229.218,5429.293,1155.45,7300.234,4373.782,6177.854,234.588,6072.041,445.138,4634.737,6808.257,4000.316,2758.369,910.128,6149.203,766.565,5008.524,7602.941,2558.083,9740.714,1809.479,89.686,3292.891,7861.369,5578.743,8493.83,5704.23,5764.697,6587.872,6749.489,8234.911,2157.365,8868.632,176.887,6876.798,2357.005,3662.151,6814.945,9027.882,5024.434,9248.1,5377.017,4286.364,6554.461,7670.16,7722.531,242.49,6090.804,7918.403,9230.688,4748.419,7240.638,9349.664,793.966,7782.104,1258.842,8185.674,2597.575,1,6568.825
10.77.248.203,10.69.106.73,8229,110,1,47,SYN,6597.355,213.575,7939.686,9988.107,5736.303,308.481,1347.405,2774.312,7413.994,4456.708,8240.055,1443.428,8904.5,653.86,4257.925,7624.71,5175.594,4090.509,8583.876,2708.512,3040.789,255.569,2981.257,5454.976,2681.095,4735.877,3596.057,4768.124,8823.47,3660.251,9056.463,2747.459,3019.165,5313.04,5583.321,6494.747,2212.536,1849.786,7398.061,8896.535,9626.086,4132.875,521.216,4174.408,7374.816,2006.177,1172.967,1256.911,9710.298,6568.122,2029.851,9499.855,3359.506,9502.147,7093.382,7588.032,8452.245,4519.82,8940.674,3094.875,3876.967,2019.486,8060.529,6252.022,6460.501,5257.696,1522.018,727.278,1470.218,2303.957,4515.746,8722.827,7944.921,5619.597,7619.836,1527.127,9741.163,2159.901,1982.969,3135.077,6444.767,2793.913,1161.056,7787.141,2399.566,2276.387,6584.74,8954.799,2309.147,7462.479,7022.399,1,3467.89
10.131.25.24,10.124.9.139,2481,20,2,701,PSH,6696.081,996.289,1246.21,4902.583,7970.972,3748.351,5732.686,8944.216,5852.461,9154.391,261.985,3554.625,8734.322,5575.909,3980.836,9513.824,9653.451,8064.507,1059.93,1085.157,5732.59,346.257,798.705,5189.059,3843.127,7405.794,7384.042,5967.5,3390.381,2066.638,242.886,4597.378,3784.367,8586.277,8395.847,9077.442,8667.626,1807.885,7423.806,6958.666,9097.189,7580.281,5620.975,2485.78,284.86,9208.637,5348.377,5850.328,6707.82,5395.525,9799.893,553.954,2892.075,5264.482,5361.349,8408.19,3422.38,7445.498,4935.708,4646.284,6667.465,8308.237,9500.596,8185.757,1644.754,7078.198,3150.483,9349.278,9646.822,435.188,4725.77,3761.5,8220.249,6387.915,1062.776,9931.281,6796.836,6748.671,5498.321,4352.99,2030.565,6111.342,7130.54,8357.234,3175.598,3780.701,7555.34,3645.142,8735.241,1996.682,6229.184,1,995.022
10.149.228.104,10.86.209.43,24500,53,17,752,PSH,8319.447,5233.706,6727.162,9496.494,9325.111,6039.607,1475.191,4777.604,4395.566,629.012,9155.128,1654.487,2900.287,4667.113,4313.55,5108.207,480.591,5949.681,1911.207,2348.274,7571.05,5840.177,4405.012,7865.754,8755.849,5383.786,3702.613,3699.044,1614.919,8058.377,4343.573,4077.706,6876.638,870.045,5579.508,7711.139,7519.947,8587.526,5983.819,8248.884,4321.749,1977.133,6754.595,8272.947,544.828,2422.921,9208.626,4109.869,9662.583,8334.68,3188.465,6912.67,8624.743,486.456,4457.887,1003.019,5850.477,9448.332,6510.865,3083.541,2759.772,1854.961,9803.109,2555.512,7615.529,9476.397,8906.874,3669.586,4153.55,3958.825,7385.154,4639.448,6355.497,35.097,4800.59,9238.723,2351.59,5878.047,6515.599,2429.755,4500.02,5625.72,3748.381,1029.473,5137.461,8730.534,6897.218,9417.862,3952.544,8166.009,548.476,1,9125.246
10.169.113.39,10.53.179.70,41327,3389,6,1434,ACK,4290.749,4042.135,8821.689,5227.219,4737.733,551.468,7977.892,6888.322,9011.716,5.808,6136.938,5119.793,1472.395,3278.305,6386.703,4083.912,9712.569,9832.113,1888.823,5107.675,9023.39,1721.131,2973.814,3049.906,9105.562,5353.722,3008.474,3503.453,1850.5,7734.849,5035.548,3951.241,5507.482,7342.216,2078.845,7927.475,9844.012,155.295,9907.692,5244.724,7599.838,1879.504,6263.597,2740.649,6555.247,8470.054,7264.565,8714.934,852.125,8275.857,5031.62,7572.903,2304.449,5830.817,6889.649,6150.196,2180.012,3042.429,2976.451,4739.336,6195.307,5318.248,5903.343,6468.886,6109.965,818.487,8294.321,6678.287,4488.364,1392.104,6195.844,1592.156,7125.816,9204.59,8549.393,2056.625,7635.359,5319.073,1171.73,3446.136,1533.13,8825.142,3948.375,6136.48,5134.816,8555.045,4016.625,9155.755,5087.635,9656.743,2470.923,1,3078.822
10.65.39.185,10.202.227.55,35561,443,17,2869,RST,3170.197,6451.482,2244.33,7482.172,7687.891,8282.068,9187.207,8877.484,7628.641,5870.618,7050.007,6836.495,3463.852,7879.183,3703.476,5190.092,7038.499,6284.095,3661.799,6753.63,5290.704,1746.222,3550.446,5286.551,4912.011,4184.61,2581.397,1680.164,2835.648,5537.73,3182.604,2644.471,3421.521,7130.099,8477.443,5238.193,4304.106,8012.114,2563.214,9917.01,101.375,4225.386,1247.455,5680.17,4544.645,4534.867,8675.339,2050.755,1343.368,4492.417,2167.31,2061.073,4041.231,5505.3,1865.076,933.848,9750.527,9936.802,8379.004,460.909,3.627,6290.829,5386.947,9620.299,6286.56,825.688,271.692,2853.011,5185.841,7696.018,6964.768,4509.543,9069.221,1121.245,9289.941,4754.446,6503.155,4797.674,9154.925,1353.77,2393.041,6322.448,6115.361,7512.583,3774.293,4669.127,7002.781,7946.412,1357.002,4457.806,8391.846,1,1796.583
10.179.139.180,10.65.234.136,12525,445,17,2631,URG,8446.938,9226.32,6366.248,7567.315,9183.506,1694.092,4676.283,4766.209,8713.691,2825.115,9439.828,3955.052,6326.242,2609.457,4377.706,7220.699,2682.885,642.982,6280.557,1924.086,7055.979,5686.188,8011.026,9431.927,3590.312,4468.656,8369.464,2092.809,1175.15,7189.484,6405.529,191.201,1097.003,2815.723,1706.79,857.341,8886.666,2133.253,1207.041,6671.472,8221.973,7969.799,1542.218,7102.955,1502.539,1735.851,3550.2,343.796,2053.35,2136.308,6433.247,2995.348,4618.997,1671.151,1862.838,7369.695,2519.151,5940.058,8217.688,8874.953,4307.239,2198.738,6597.175,8330.898,9468.391,2587.495,1887.175,7602.373,3220.342,7294.348,7571.569,6881.091,8664.22,9303.034,7045.096,5012.748,733.675,3289.635,8273.55,2419.429,4336.056,8538.516,2386.254,1357.61,5758.469,9373.695,9667.208,4881.999,6583.715,7671.658,2520.578,0,8827.618
10.201.102.157,10.62.210.216,40571,143,1,945,FIN,7351.402,3405.12,91.402,5000.865,9189.645,8941.585,7901.124,7333.917,4838.549,5008.309,3861.524,3761.097,9499.1,6542.765,9187.463,3076.997,9034.447,5251.104,853.769,9547.854,1181.603,6764.722,3331.124,6727.136,4209.118,9654.193,9440.707,6461.019,5282.709,4287.431,3363.791,534.095,6059.163,1897.347,6369.03,8259.244,1469.021,5236.411,19.583,4100.089,1215.393,6890.771,5177.565,2887.965,7796.414,7282.498,5992.962,4143.607,7602.374,8180.462,1765.304,1258.081,6457.996,4105.059,3625.324,6729.835,7655.461,5923.579,8463.726,1305.037,8080.921,8931.623,3113.141,4647.592,4270.377,7996.802,8755.93,3618.951,5956.112,6760.158,72.815,615.7,8835.655,4459.043,7894.053,2451.181,9548.868,5352.647,4232.145,9303.487,1240.453,1900.383,764.897,9240.209,5507.672,7908.067,8219.14,6398.814,8707.577,6437.82,1173.518,0,4446.969
10.144.11.135,10.143.238.162,60863,25,1,1445,PSH,882.521,382.549,5884.252,5129.146,5250.839,4413.754,6574.118,3087.626,7774.359,9320.665,6492.081,4905.065,438.562,6310.782,7067.369,697.996,6857.171,6063.1,6276.596,5063.314,3851.425,527.379,7338.574,8337.832,7577.519,9341.836,9972.822,1093.79,5391.863,1702.089,4656.526,3780.298,9134.709,7108.581,4475.964,7026.936,726.662,6135.705,7493.83,532.74,9118.763,7287.552,8527.874,5216.485,7076.599,6852.235,4024.068,4736.801,4090.742,6195.337,7387.199,5648.137,562.321,6258.365,4234.342,6829.552,3605.883,2587.623,9301.626,870.78,2306.337,8076.797,8173.528,4610.284,5539.485,5830.656,6623.835,3910.224,8597.289,4242.547,6256.777,8164.397,8923.874,4592.6,797.891,2858.282,1416.365,3423.069,8753.248,6270.779,2737.051,8233.928,9607.436,7580.23,2999.718,6064.35,7951.948,1990.813,4997.053,187.634,6554.113,0,1241.511
10.115.214.193,10.130.78.210,32234,445,6,2603,PSH,4615.864,5271.502,2477.913,7092.632,2065.081,2960.719,9108.106,8849.589,6579.779,9808.506,6883.35,2555.862,5251.996,9372.068,9638.195,4138.663,9567.059,7491.007,4006.215,5584.428,6532.758,6225.718,199.042,5780.721,5710.805,9698.696,8612.143,8874.264,4897.44,4621.285,7040.446,8430.888,2029.703,5840.385,3978.674,5526.908,9997.835,4071.897,8050.499,6921.791,1945.201,2305.668,1898.924,42.846,3285.571,7295.345,3187.985,18.9,9055.83,1881.2,8029.652,6446.302,8274.923,2514.649,4056.872,5121.69,6985.755,1027.074,2935.248,4332.622,5026.727,6064.475,6674.049,9441.907,9948.081,5978.209,131.615,7960.076,8996.662,6394.178,6267.225,9193.428,682.616,4795.719,2734.837,3965.949,6441.477,1490.108,8422.591,633.843,5935.233,2963.925,152.844,4614.142,1095.037,5903.674,4072.634,277.278,9537.785,3078.04,4447.407,1,4417.905
10.148.230.75,10.175.245.46,20165,123,6,2187,UDP,519.946,7121.659,9908.03,6315.346,6337.422,3083.087,6077.893,1328.665,1460.844,1234.544,3428.355,8920.626,9202.021,4151.818,879.341,8926.22,7934.641,9583.091,7264.766,2940.45,5993.774,1557.126,1849.405,7178.327,483.632,3461.523,7285.154,879.399,5171.652,5886.192,7711.476,5541.508,849.504,3175.405,4094.341,7689.93,5275.258,5588.399,9675.441,1035.999,8245.486,1982.329,6051.939,3428.622,4800.681,5359.481,1710.478,2393.211,293.111,8079.757,1608.449,610.573,2547.913,5482.945,5152.234,9436.853,7558.74,9583.542,844.458,4223.084,1687.661,2501.237,6437.029,4864.34,5658.635,9147.339,445.266,8123.406,645.181,8903.905,6104.745,5737.562,2340.486,1496.661,9330.596,5924.428,4178.25,7446.97,3133.891,1599.026,6061.64,8166.473,8581.072,6873.223,2518.403,1489.885,8467.999,1322.731,6669.153,6945.405,7810.703,1,2517.315
10.195.19.201,10.6.31.111,39015,22,1,3779,PSH,3663.976,6183.791,891.857,7848.57,9454.15,5765.538,734.679,1781.131,3023.54,3680.885,1626.136,8484.03,5015.021,7665.535,9804.479,3082.629,7930.214,2246.83,6587.251,2930.256,7445.052,2698.775,9730.333,5103.387,4382.668,4723.287,3961.823,7385.213,6518.998,1625.266,4828.255,6334.244,6022.12,3211.52,2770.02,6996.056,4048.31,8491.983,5222.038,982.6,6040.899,6267.575,1800.233,7250.256,110.891,262.152,8121.176,1774.23,2124.642,155.691,4954.507,8333.969,3254.59,8803.649,3415.619,2816.047,6847.909,1121.993,7716.533,2550.83,2844.823,2714.448,9470.959,7330.319,852.536,8755.694,2428.282,6484.675,6299.149,6554.677,7176.065,4805.256,6657.343,8253.435,9679.667,7518.112,1209.009,91.382,7.716,4116.329,8908.491,5638.914,91.72,8741.503,7134.647,7318.149,9654.385,5490.088,7587.661,1292.342,5839.812,0,2658.781
10.212.87.224,10.228.202.88,25566,445,17,1833,RST,4765.175,4851.447,4634.701,1851.076,7701.795,1099.835,7409.156,1663.572,9010.433,4215.726,2418.6,2144.958,967.479,1073.513,4802.974,7481.896,7836.022,2047.045,6519.163,9073.441,6114.902,514.66,8519.666,5838.297,9565.24,6002.744,5357.886,7322.599,3537.058,4501.701,6353.265,2584.154,2620.485,7497.049,8507.795,2665.349,8453.128,8270.587,9819.359,6484.6,6367.478,5954.869,7717.379,5011.024,1077.659,1943.447,6522.441,4720.868,7757.89,8674.629,9345.491,215.372,5243.298,8008.879,6250.514,8660.647,5506.456,886.434,7685.754,8195.593,9708.638,2015.895,9464.031,7749.778,379.997,1068.323,2599.074,6058.075,8050.89,7749.177,804.458,5118.922,592.441,2538.419,1770.986,1357.096,6641.34,2788.545,605.314,5545.931,4765.608,7523.22,6888.312,181.571,8148.865,4177.113,2196.888,9747.667,4205.898,5984.31,2536.941,1,6458.22
10.114.5.97,10.64.235.215,39608,21,1,227,URG,3674.713,4209.79,8760.041,2810.237,2799.667,3141.037,90.747,1677.201,5993.396,403.012,2779.991,7690.707,5830.395,9860.596,2973.525,8932.838,4082.804,4808.348,1120.897,4574.85,4701.931,6247.551,9351.388,4751.086,2365.399,8204.117,4774.723,7480.038,5381.792,8268.568,6389.207,2532.01,9628.883,9105.084,374.513,7450.327,1824.606,2300.941,5360.907,5205.191,5417.089,3699.15,7373.94,6262.705,1026.302,3166.427,4252.983,7290.107,9203.928,8099.431,6603.018,4416.111,2638.912,6032.543,7816.751,9474.788,8551.404,9976.633,9776.399,2357.988,7420.438,525.81,5272.165,9008.735,7316.806,742.514,6464.189,84.797,234.056,9948.167,6820.779,9002.136,6622.453,4203.65,7508.963,5127.993,5165.988,8881.419,9958.147,6827.357,9262.24,2715.6,884.725,9396.335,8064.226,7411.394,6512.875,4465.184,7142.375,9677.14,30.854,0,8207.979
